store_number,city,zipcode,street,street_number,latitude,longitude,title,subtitle,text,phone,fax,email,store_hours,store_hours_notes,payment,website,distribution,parking,barrier_free,bonus_card,section,service,toilet,default_radius
64940,"Kurri Kurri",2327,"259-277 Lang St",,-32.819886,151.478069,,,,"(02) 4936 5100",30/12/2019,,,,,,,,,,,,,
64935,"Killarney Vale",2261,"Wyong St & South St",,-33.365577,151.461371,,,,"(02) 4332 7492",30/12/2019,,,,,,,,,,,,,
64930,"Kings Cross",2011,"88-94 Darlinghurst Rd",,-33.875239,151.222256,"Hyatt Kingsgate Shopping Centre",,,"(02) 9358 6247",30/12/2019,,,,,,,,,,,,,
64925,Kincumber,2251,"Avoca Dr",,-33.467268,151.382985,"Kincumber Shopping Village",,,"(02) 4368 8700",30/12/2019,,,,,,,,,,,,,
64920,Albury,2640,"Townsend St & Smollet St",,-36.081456,146.91374,"West End Plaza Shopping Centre",,,"(02) 6048 9900",30/12/2019,,,,,,,,,,,,,
64915,Wellington,2820,"128-140 Percy St",,-32.554475,148.943122,,,,"(02) 6845 4400",30/12/2019,,,,,,,,,,,,,
64910,Armidale,2350,"Dumaresq St & Marsh St",,-30.512501,151.668599,,,,"(02) 6771 4777",30/12/2019,,,,,,,,,,,,,
64905,Alstonville,2477,"Bruxner Hwy & Mains St",,-28.843608,153.440303,,,,"(02) 6628 5186",30/12/2019,,,,,,,,,,,,,
64900,Warriewood,2102,"Jacksons Rd",,-33.696477,151.295096,"Warriewood Square Shopping Centre",,,"(02) 9913 1400",30/12/2019,,,,,,,,,,,,,
64890,"Wattle Grove",2173,"Australis Ave & Village Way",,-33.954775,150.943886,"Wattle Grove Shopping Centre",,,"(02) 9731 1044",30/12/2019,,,,,,,,,,,,,
64875,"Banora Point",2478,"Fraser Dr & Leisure Dr",,-28.213414,153.52117,"Banora Central",,,"(07) 5506 3900",30/12/2019,,,,,,,,,,,,,
64865,"Bateau Bay",2261,"The Entrance Rd",,-33.37513,151.472038,"Bay Village Shopping Centre",,,"(02) 4334 5388",30/12/2019,,,,,,,,,,,,,
64860,Asquith,2077,"339 Pacific Hwy",,-33.688137,151.106644,,,,"(02) 9476 3044",30/12/2019,,,,,,,,,,,,,
64855,Ballina,2478,"Fox St & Kerr St",,-28.859887,153.560859,,,,"(02) 6618 5500",30/12/2019,,,,,,,,,,,,,
64850,Balgowlah,2093,"197-215 Condamine St",,-33.793393,151.263925,,,,"(02) 9934 9800",30/12/2019,,,,,,,,,,,,,
64845,Turramurra,2074,"1 Ray St",,-33.732464,151.127175,,,,"(02) 9449 2582",30/12/2019,,,,,,,,,,,,,
64830,Toukley,2263,"Yaralla St & Hargraves St",,-33.264868,151.539121,,,,"(02) 4396 4002",30/12/2019,,,,,,,,,,,,,
64825,Toronto,2283,"63 The Blvde",,-33.012776,151.595465,,,,"(02) 4959 8850",30/12/2019,,,,,,,,,,,,,
64820,Tumut,2720,"29-39 Russell St",,-35.300547,148.221468,,,,"(02) 6947 1543",30/12/2019,,,,,,,,,,,,,
64815,Tuggerah,2259,"Cnr Gavenlock & Cobbs Rd",,-33.307931,151.410009,"Westfield S/C",,,"(02) 4351 9377",30/12/2019,,,,,,,,,,,,,
64810,Ulladulla,2539,"Boree St & Vincent St",,-35.358184,150.472684,,,,"(02) 4455 1722",30/12/2019,,,,,,,,,,,,,
64800,Wallsend,2287,"Cowper St",,-32.902797,151.66773,,,,"(02) 4951 8344",30/12/2019,,,,,,,,,,,,,
64795,"Warners Bay",2282,"30-32 John St",,-32.973858,151.645825,,,,"(02) 4947 3800",30/12/2019,,,,,,,,,,,,,
64785,"Umina Beach",2257,"4 Oscar St",,-33.520998,151.317617,,,,"(02) 4341 0416",30/12/2019,,,,,,,,,,,,,
64780,"Wagga Wagga",2650,"Forsyth St & Baylis St",,-35.113725,147.370392,"Sturt Mall Shopping Centre",,,"(02) 6921 5532",30/12/2019,,,,,,,,,,,,,
64770,Burwood,2134,"Wilga St & Shaftsbury Rd",,-33.874552,151.106983,"Westfield Shopping Centre",,,"(02) 7923 3800",30/12/2019,,,,,,,,,,,,,
64760,Camden,2570,"Murray St & South Argyle St",,-34.057087,150.69368,,,,"(02) 4655 7946",30/12/2019,,,,,,,,,,,,,
64750,Broadway,2007,"Brdway St & Bay St",,-33.883654,151.193958,,,,"(02) 8333 9200",30/12/2019,,,,,,,,,,,,,
64735,Campbelltown,2560,"271-281 Queen St",,-34.068257,150.810465,"Campbelltown Mall Shopping Centre",,,"(02) 4629 4300",30/12/2019,,,,,,,,,,,,,
64725,Revesby,2212,"20-30 Blamey St",,-33.95329,151.014859,,,,"(02) 8723 6400",30/12/2019,,,,,,,,,,,,,
64715,Eden,2551,"163-165 Imlay St",,-37.06381,149.904454,,,,"(02) 6496 4800",30/12/2019,,,,,,,,,,,,,
64700,"Glen Innes",2370,"357 Grey St",,-29.73964,151.735679,,,,"(02) 6732 2067",30/12/2019,,,,,,,,,,,,,
64695,Belmont,2280,"Macquarie St & Edgar St",,-33.034723,151.6589,,,,"(02) 4945 0355",30/12/2019,,,,,,,,,,,,,
64690,"Belmont North",2280,"Ntaba Rd",,-33.013325,151.684224,"Jewelstown Plaza",,,"(02) 4948 5744",30/12/2019,,,,,,,,,,,,,
64685,"Baulkham Hills",2153,"Norwest Blvd",,-33.733443,150.962709,"Norwest Marketown - Shop 38",,,"(02) 7966 6800",30/12/2019,,,,,,,,,,,,,
64675,Bega,2550,"Parker St & Carp St",,-36.674936,149.845224,,,,"(02) 6492 2233",30/12/2019,,,,,,,,,,,,,
64670,"Baulkham Hills",2153,"Windsor Rd & Olive St",,-33.759881,150.991092,"Stockland Mall Shopping Centre",,,"(02) 8852 9700",30/12/2019,,,,,,,,,,,,,
64665,Berkeley,2506,"65 Winnima Way",,-34.480746,150.846322,,,,"(02) 4222 1000",30/12/2019,,,,,,,,,,,,,
64660,Bowral,2576,"Boolwey St & Bendooley St",,-34.479679,150.419689,"Oxley Mall Shopping Centre",,,"(02) 4862 7200",30/12/2019,,,,,,,,,,,,,
64655,"Bonnells Bay",2264,"330 Fishery Point Rd",,-33.110664,151.532251,,,,"(02) 4973 7800",30/12/2019,,,,,,,,,,,,,
64650,"Brighton Le Sands",2216,"36-42 Princess St",,-33.959356,151.154451,,,,"(02) 9599 5493",30/12/2019,,,,,,,,,,,,,
64645,Blacktown,2148,"17 Patrick St",,-33.769774,150.905872,"Westpoint Shopping Centre",,,"(02) 9676 3525",30/12/2019,,,,,,,,,,,,,
64640,"Berowra Heights",2081,"1 Turner Rd",,-33.612667,151.138756,,,,"(02) 9456 2513",30/12/2019,,,,,,,,,,,,,
64635,"Bondi Junction",2022,"500 Oxford St",,-33.892853,151.250947,"Westfield Shopping Centre - Shop M3",,,"(02) 8383 4800",30/12/2019,,,,,,,,,,,,,
64630,"Bondi Junction",2022,"Spring St & Newland St",,-33.892596,151.248499,"Eastgate Shopping Centre",,,"(02) 8362 2100",30/12/2019,,,,,,,,,,,,,
64625,Randwick,2031,"148 Belmore Rd",,-33.915812,151.23974,"Randwick Plaza Shopping Centre",,,"(02) 9398 4008",30/12/2019,,,,,,,,,,,,,
64620,Ramsgate,2217,"277 The Grand Pde",,-33.986175,151.146916,,,,"(02) 9529 5911",30/12/2019,,,,,,,,,,,,,
64615,Rhodes,2138,"1 Rider Blvd",,-33.836063,151.084288,"Rhodes Shopping Centre",,,"(02) 9743 3066",30/12/2019,,,,,,,,,,,,,
64590,Richmond,2753,"271-281 Windsor St",,-33.595427,150.749323,"Richmond Mall Shopping Centre",,,"(02) 4578 3111",30/12/2019,,,,,,,,,,,,,
64585,Rutherford,2320,"Arthur St & East Mall",,-32.716113,151.528878,"Rutherford Shopping Centre",,,"(02) 4936 9150",30/12/2019,,,,,,,,,,,,,
64570,"Salamander Bay",2317,"Salamander Way & Bagnall Beach Rd",,-32.736641,152.107516,,,,"(02) 4919 2500",30/12/2019,,,,,,,,,,,,,
64565,"Ropes Crossing",2760,"8 Central Pl",,-33.732515,150.781746,,,,"(02) 9421 4900",30/12/2019,,,,,,,,,,,,,
64555,Roselands,2196,"Roselands Dr",,-33.934505,151.069743,"Centro Roselands Shopping Centre",,,"(02) 7955 6700",30/12/2019,,,,,,,,,,,,,
64550,"Rose Bay North",2030,"694-696 Old South Head Rd",,-33.865681,151.277981,,,,"(02) 9301 0232",30/12/2019,,,,,,,,,,,,,
64545,"Ocean Shores",2483,"Rajah Rd",,-28.52443,153.546483,,,,"(02) 6680 2236",30/12/2019,,,,,,,,,,,,,
64540,Oatley,2223,"47 - 67 Mulga Rd",,-33.980428,151.076297,,,,"(02) 8558 9500",30/12/2019,,,,,,,,,,,,,
64535,Orange,2800,"Anson St & Byng St",,-33.282503,149.099797,,,,"(02) 6393 5600",30/12/2019,,,,,,,,,,,,,
64520,Nowra,2541,"Kinghorne St & Junction St",,-34.873955,150.603391,,,,"(02) 4421 3554",30/12/2019,,,,,,,,,,,,,
64515,"North Rocks",2151,"318-336 North Rocks Rd",,-33.769633,151.02697,"North Rocks Shopping Centre",,,"(02) 8893 2600",30/12/2019,,,,,,,,,,,,,
64510,Pagewood,2035,"Bunnerong Rd & Wentworth Ave",,-33.944333,151.223929,"Eastgardens Shopping Centre",,,"(02) 8347 6100",30/12/2019,,,,,,,,,,,,,
64505,Picton,2571,"9-13 Margaret St",,-34.168635,150.613597,,,,"(02) 4677 0655",30/12/2019,,,,,,,,,,,,,
64500,"Port Macquarie South",2444,"Ocean Dr & Emerald Dr",,-31.477058,152.914579,"Lighthouse Beach",,,"(02) 6582 4951",30/12/2019,,,,,,,,,,,,,
64495,Parramatta,2150,"20 Victoria Rd",,-33.808615,151.006626,"Parramatta North",,,"(02) 9933 0600",30/12/2019,,,,,,,,,,,,,
64490,Parkes,2870,"19-31 Bogan St",,-33.1343,148.173006,,,,"(02) 6863 6200",30/12/2019,,,,,,,,,,,,,
64485,Penrith,2750,"Station St & Reserve St",,-33.757854,150.692495,"Nepean Shopping Centre",,,"(02) 4723 9500",30/12/2019,,,,,,,,,,,,,
64475,"Tanilba Bay",2319,"67 Beatty Blvd",,-32.735625,151.999993,,,,"(02) 4980 5300",30/12/2019,,,,,,,,,,,,,
64470,"Tamworth North",2340,"Peel St & Mauris St",,-31.077242,150.917992,,,,"(02) 6768 1000",30/12/2019,,,,,,,,,,,,,
64465,Taree,2430,"Macquarie St & Manning St",,-31.910013,152.460492,"Taree Manning Mall",,,"(02) 6539 0200",30/12/2019,,,,,,,,,,,,,
64460,Sylvania,2224,"Port Hacking Rd & Princes Hwy",,-34.009709,151.103457,"Southgate Shopping Centre",,,"(02) 9522 5577",30/12/2019,,,,,,,,,,,,,
64450,Tamworth,2340,"Peel St & White St",,-31.092953,150.932687,,,,"(02) 6766 4856",30/12/2019,,,,,,,,,,,,,
64445,"Tea Gardens",2324,"Myall Rd",,-32.652473,152.15002,"Myall Quays Shopping Centre",,,"(02) 4997 2603",30/12/2019,,,,,,,,,,,,,
64440,Thornton,2322,"Taylor Ave & Thomas Cooke Dr",,-32.776841,151.640229,,,,"(02) 4966 5511",30/12/2019,,,,,,,,,,,,,
64435,Toormina,2452,"Toormina Rd & Minorie Dr",,-30.353246,153.092491,"Toormina Gardens Shopping Centre",,,"(02) 6659 6500",30/12/2019,,,,,,,,,,,,,
64430,"The Entrance",2261,"The Entrance Rd & Dening St",,-33.345108,151.49605,"Lakeside Plaza Shopping Centre",,,"(02) 4332 7454",30/12/2019,,,,,,,,,,,,,
64425,"The Junction",2291,"204 Union St",,-32.938123,151.758266,"Junction Fair Shopping Centre - Newcastle",,,"(02) 4969 3899",30/12/2019,,,,,,,,,,,,,
64420,Caringbah,2229,"178-184 Willarong Rd",,-34.041884,151.120092,,,,"(02) 9540 9352",30/12/2019,,,,,,,,,,,,,
64415,Smithfield,2164,"673 The Horsley Drv",,-33.852644,150.940113,,,,"(02) 9616 0800",30/12/2019,,,,,,,,,,,,,
64400,Scone,2337,"209 Kelly St",,-32.052176,150.867058,,,,"(02) 6545 2011",30/12/2019,,,,,,,,,,,,,
64390,Shellharbour,2529,"Lake Entrance Rd",,-34.563167,150.831418,"Shellharbour Square - Shop 1021",,,"(02) 4295 8300",30/12/2019,,,,,,,,,,,,,
64385,"South Tamworth",2340,"4-10 Kathleen St",,-31.104648,150.919031,,,,"(02) 6760 1400",30/12/2019,,,,,,,,,,,,,
64380,Swansea,2281,"210-224 Pacific Hwy",,-33.091331,151.637334,,,,"(02) 4971 1655",30/12/2019,,,,,,,,,,,,,
64375,"Stanhope Gardens",2768,"Stanhope Pkwy & Sentry Drv",,-33.718277,150.920112,,,,"(02) 8883 1366",30/12/2019,,,,,,,,,,,,,
64365,Sydney,2000,"650 George St",,-33.876956,151.20704,"World Square",,,"(02) 8275 8600",30/12/2019,,,,,,,,,,,,,
64355,"St Marys",2760,"15 Station St",,-33.763573,150.776079,"Station Street Plaza Shopping Centre",,,"(02) 9673 4111",30/12/2019,,,,,,,,,,,,,
294995,Palmerston,0830,"15 Temple Tce",,-12.483207,130.985223,"Oasis - Palmerston Shopping Centre",,,"(08) 8998 4700",30/12/2019,,,,,,,,,,,,,
294994,Casuarina,810,"Dripstone Rd & Trower Rd",,-12.376366,130.881305,,,,"(08) 8927 9055",30/12/2019,,,,,,,,,,,,,
283344,Coolalinga,835,"425 Stuart Hwy",,-12.52083,131.041455,,,,"(08) 8919 3200",30/12/2019,,,,,,,,,,,,,
65600,Casuarina,0810,"Cnr Dripstone & Trower Rd",,-12.376367,130.881304,Bradshaw,,,"(08) 8927 0200",30/12/2019,,,,,,,,,,,,,
65595,"Alice Springs",0870,"Bath St & Gregory Tce",,-23.698463,133.879239,"Alice Springs Shopping Centre",,,"(08) 8952 5166",30/12/2019,,,,,,,,,,,,,
65590,Palmerston,0830,"Temple Tce & Chung Wah Tce",,-12.481776,130.984962,"Palmerston Shopping Centre",,,"(08) 8932 1222",30/12/2019,,,,,,,,,,,,,
65585,Marrara,0812,"Links Rd & Mcmillans Rd",,-12.395988,130.895439,Northlakes,,,"(08) 8927 8011",30/12/2019,,,,,,,,,,,,,
65580,Darwin,0800,"Mitchell St & Knuckey St",,-12.463816,130.839479,,,,"(08) 8941 8055",30/12/2019,,,,,,,,,,,,,
312410,Maroochydore,4558,"Bunro st",,-26.655720793474,153.08907372614,"Sunshine Plaza Shopping Centre",,,,,,,,,,,,,,,,,
312409,Toowoomba,4350,"Ruthven & Stenner Sts",,-27.594097564176,151.94892630418,"Toowoomba Plaza Shopping Centre",,,,,,,,,,,,,,,,,
312408,Bellbowrie,4070,"37 Birkin rd",,-27.563026155696,152.88887542508,,,,,,,,,,,,,,,,,,
312407,Brisbane,4000,"79 Adelaide st",,-27.469276632144,153.02471316491,,,,,,,,,,,,,,,,,,
312356,Buderim,4556,"Cnr Jones Rd And Maroochydore Rd",,-26.663025477764,153.05051522762,,,,,,,,,,,,,,,,,,
312355,"Mango Hill",4509,"1-21 Halpine Dr",,-27.242530781195,153.02627117997,,,,,,,,,,,,,,,,,,
312354,Glenvale,4350,"114-128 Glenvale Rd",,-27.564511074158,151.91418154472,,,,,,,,,,,,,,,,,,
312353,Yamanto,4305,"488 Warwick Rd",,-27.66044833546,152.74190415013,,,,,,,,,,,,,,,,,,
312352,Silkstone,4304,"73 Blackstone Rd",,-27.620977938473,152.78105503947,,,,,,,,,,,,,,,,,,
312351,Jimboomba,4280,"6 Gates Rd",,-27.809392380106,152.94998594976,,,,,,,,,,,,,,,,,,
312350,Moggill,4070,"3366 Moggill Rd",,-27.570346295753,152.87722159396,,,,,,,,,,,,,,,,,,
295005,Springfield,4300,"Springfield Pkwy & Topaz Rd",,-27.652786,152.918281,,,,"(07) 3818 6074",30/12/2019,,,,,,,,,,,,,
295004,Rochedale,4123,"329 Gardner Rd",,-27.577314,153.113809,,,,"(07) 3182 9400",30/12/2019,,,,,,,,,,,,,
295003,"Pacific Fair",4218,"Hooker Blvd",,-28.037519,153.426797,,,,"(07) 5504 3400",30/12/2019,,,,,,,,,,,,,
295002,"Ormeau Village",4208,"37 Eggersdorf Rd",,-27.782732,153.258204,,,,"(07) 5645 1200",30/12/2019,,,,,,,,,,,,,
295001,"Mount Gravatt",4122,"Cnr Kessels & Logan Rds",,-27.56424,153.082802,"Garden City S/C",,,"(07) 3422 2066",30/12/2019,,,,,,,,,,,,,
294999,Karalee,4306,"1-17 Enterprise Cl & 39-51 Junction Rd",,-27.570735,152.798335,,,,"(07) 3413 2500",30/12/2019,,,,,,,,,,,,,
294997,Coomera,4209,"121 Foxwell Rd",,-27.853981,153.316109,Westfield,,,"(07) 5605 8700",30/12/2019,,,,,,,,,,,,,
294996,Birtinya,4575,"8 The Ave",,-26.740251,153.115915,,,,"(07) 3074 1700",30/12/2019,,,,,,,,,,,,,
283371,Yarrabilba,4207,"Cnr Yarrabiba & Darlington Dr",,-27.8026,153.102394,,,,"(07) 3118 8400",30/12/2019,,,,,,,,,,,,,
283370,Woolloongabba,4102,"795 Stanley St",,-27.487333,153.03541,,,,"(07) 3896 5000",30/12/2019,,,,,,,,,,,,,
283369,Warwick,4370,"81 Palmerin St",,-28.215166,152.031582,,,,"(07) 4542 6800",30/12/2019,,,,,,,,,,,,,
283368,"Upper Coomera",4210,"658 Reserve Rd",,-27.869413,153.305504,,,,"(07) 5500 0256",30/12/2019,,,,,,,,,,,,,
283365,Springfield,4300,"1 Main St",,-27.676952,152.901089,Orion,,,"(07) 3470 3100",30/12/2019,,,,,,,,,,,,,
283364,Southport,4215,"163 Ferry Rd",,-27.985758,153.409929,,,,"(07) 5635 5200",30/12/2019,,,,,,,,,,,,,
283363,Ripley,4306,"622 Ripley Rd",,-27.68254,152.801765,,,,"(07) 3894 8700",30/12/2019,,,,,,,,,,,,,
283362,Redlynch,4870,"7-15 Larsen Rd",,-16.897134,145.698911,,,,"(07) 4039 5400",30/12/2019,,,,,,,,,,,,,
283361,Redbank,4301,"1 Collingwood Park Drv",,-27.605253,152.868,"Redbank Plaza S/C",,,"(07) 3436 0400",30/12/2019,,,,,,,,,,,,,
283360,Pimpama,4209,"102 Pimpama Jacob Wells Rd",,-27.81342,153.293422,"Pimpama Shooping Center",,,"(07) 5645 3800",30/12/2019,,,,,,,,,,,,,
283358,Newtown,4304,"98-124 Anzac Ave",,-27.620903,152.781008,"Silkstone Village",,,"(07) 3069 5600",30/12/2019,,,,,,,,,,,,,
283357,Nerang,4211,"74-98 Beaudesert & Nerang Rds",,-27.993489,153.33164,,,,"(07) 5527 3166",30/12/2019,,,,,,,,,,,,,
283356,Nambour,4560,"9-13 Mill St",,-26.627373,152.957241,,,,"(07) 5430 4900",30/12/2019,,,,,,,,,,,,,
283355,Mudgeeraba,4213,"2 Bell Pl",,-28.080324,153.365073,,,,"(07) 5522 9177",30/12/2019,,,,,,,,,,,,,
283350,Coolum,4573,"13 Margaret St",,-26.526038,153.088423,,,,"(07) 5343 0000",30/12/2019,,,,,,,,,,,,,
283349,Cleveland,4163,"91 Middle St",,-27.524991,153.268381,,,,"(07) 3286 4377",30/12/2019,,,,,,,,,,,,,
283346,Benowa,4217,"21 Ross St",,-27.99984,153.376148,,,,"(07) 5510 7500",30/12/2019,,,,,,,,,,,,,
283345,"Mount Warren Park",4207,"23-30 Mt Warren Blvd",,-27.723136,153.19772,,,,"(07) 3382 0122",30/12/2019,,,,,,,,,,,,,
280960,Wilsonton,4350,"Erin St",,-27.542012,151.925275,,,,"(07) 4615 1700",30/12/2019,,,,,,,,,,,,,
280958,"Upper Coomera",4209,"1 City Centre Dr",,-27.849894,153.302585,,,,"(07) 5680 9400",30/12/2019,,,,,,,,,,,,,
280956,"Toowoomba North",4350,"125 Ruthven St",,-27.540409,151.953306,,,,"(07) 4699 5100",30/12/2019,,,,,,,,,,,,,
280955,Toowong,4066,"9 Sherwood Rd",,-27.485258,152.993314,"Toowong Village Shopping Centre",,,"(07) 3335 4600",30/12/2019,,,,,,,,,,,,,
280949,"Runaway Bay",4216,"Cnr Bayview St & Lae Drv",,-27.913475,153.400638,,,,"(07) 5537 2344",30/12/2019,,,,,,,,,,,,,
280948,Robina,4230,"19 Robina Town Centre Drv",,-28.078682,153.385408,,,,"(07) 5501 6100",30/12/2019,,,,,,,,,,,,,
280945,"Petrie Terrace",4000,"5-61 Petrie Tce",,-27.465547,153.01327,,,,"(07) 3367 9600",30/12/2019,,,,,,,,,,,,,
280944,"Park Ridge",4118,"12 Park Ridge Rd",,-27.696501,153.040124,"Park Ridge Town Centre",,,"(07) 3380 4800",30/12/2019,,,,,,,,,,,,,
280943,"Palm Beach",4221,"10 Fifth Ave",,-28.122186,153.472466,,,,"(07) 5631 1100",30/12/2019,,,,,,,,,,,,,
280934,Mitchelton,4053,"99 Osborne Rd",,-27.408625,152.980358,"Brookside - Shop 16",,,"(07) 3513 9200",30/12/2019,,,,,,,,,,,,,
280928,Ipswich,4305,"44 Brisbane St",,-27.61486,152.76158,,,,"(07) 3810 0100",30/12/2019,,,,,,,,,,,,,
280927,Indooroopilly,4068,"322 Moggill Rd",,-27.499204,152.97317,"Indoorpilly Shopping Centre",,,"(07) 3720 3400",30/12/2019,,,,,,,,,,,,,
280925,Goondiwindi,4390,"11 Herbert St",,-28.545673,150.304395,,,,"(07) 4671 5902",30/12/2019,,,,,,,,,,,,,
280920,Carindale,4152,"1151 Creek Rd",,-27.502388,153.102929,,,,"(07) 3308 6100",30/12/2019,,,,,,,,,,,,,
280919,Caloundra,4551,"47 Bowman Rd",,-26.802768,153.124981,"Sunland Shopping Centre",,,"(07) 5491 3044",30/12/2019,,,,,,,,,,,,,
280916,Buddina,4575,"119 Point Cartwright Dr",,-26.702306,153.131591,,,,"(07) 5457 6900",30/12/2019,,,,,,,,,,,,,
280912,Ascot,4007,"111-117 Racecourse Rd",,-27.433834,153.065574,,,,"(07) 3868 4788",30/12/2019,,,,,,,,,,,,,
278685,Kedron,4031,"346 Gympie Rd",,-27.403204,153.030988,,,,"(07) 3069 1500",30/12/2019,,,,,,,,,,,,,
275595,"Sippy Downs",4556,"107 Sippy Downs Dr",,-26.713603,153.060678,,,,"(07) 5458 1200",30/12/2019,,,,,,,,,,,,,
275594,Alderley,4051,"South Pine Rd & Samford Rd",,-27.424057,152.999521,,,,"(07) 3550 2500",30/12/2019,,,,,,,,,,,,,
275593,"Pacific Pines",4211,"2 Norris St",,-27.925297,153.305517,,,,"(07) 5644 1300",30/12/2019,,,,,,,,,,,,,
275592,"Redbank Plains",4301,"393 Redbank Plains Rd - Cnr Argyle St And Redbank Plains Rd",,-27.644791,152.868597,,,,"(07) 3201 9300",30/12/2019,,,,,,,,,,,,,
275590,Kensington,4670,"130 & 130A Takalvan St",,-24.890885,152.320601,,,,"(07) 4326 1200",30/12/2019,,,,,,,,,,,,,
66395,Gympie,4570,"Monkland St & Nash St",,-26.188445,152.661918,"Goldfields Plaza Shopping Centre",,,"(07) 5482 4377",30/12/2019,,,,,,,,,,,,,
66390,Helensvale,4210,"Gold Coast Hwy & Town Centre Drv",,-27.925712,153.33685,"Westfield Helensvale",,,"(07) 5514 3000",30/12/2019,,,,,,,,,,,,,
66385,Greenslopes,4120,"700 Logan Rd",,-27.512506,153.053765,"Greenslopes Mall Shopping Centre",,,"(07) 3329 3600",30/12/2019,,,,,,,,,,,,,
66375,"Hope Island",4212,"Santa Barbara Rd",,-27.867628,153.350021,,,,"(07) 5510 8566",30/12/2019,,,,,,,,,,,,,
66370,Helensvale,4212,"Cnr Gold Coast Hwy & Town Centre Dv",,-27.923965,153.334133,"Helensvale Plaza",,,"(07) 5580 7300",30/12/2019,,,,,,,,,,,,,
66365,Highfields,4352,"1 Plaza Cir",,-27.458143,151.958687,,,,"(07) 4615 5126",30/12/2019,,,,,,,,,,,,,
66355,Elanora,4221,"Guineas Ck Rd & Kp Mcgrath Drv",,-28.134691,153.467867,"The Pines Shopping Centre",,,"(07) 5586 4400",30/12/2019,,,,,,,,,,,,,
66330,"Forest Lake",4078,"235 Forest Lake Blvd",,-27.625699,152.968234,,,,"(07) 3714 2500",30/12/2019,,,,,,,,,,,,,
66325,Gatton,4343,"Anne St & William St",,-27.559183,152.27692,,,,"(07) 5462 2622",30/12/2019,,,,,,,,,,,,,
66320,"Ferny Grove",4055,"45-47 Mcginn Rd",,-27.404828,152.931368,,,,"(07) 3851 4620",30/12/2019,,,,,,,,,,,,,
66315,"Everton Park",4053,"751 Stafford Rd",,-27.406293,152.992688,"Everton Park Plaza Shopping Centre",,,"(07) 3355 6033",30/12/2019,,,,,,,,,,,,,
66310,Fairfield,4103,"Fairfield Rd & Brougham St",,-27.508819,153.025597,"Fairfield Shopping Centre",,,"(07) 3214 6500",30/12/2019,,,,,,,,,,,,,
66290,Lutwyche,4030,"Lutwyche Rd & Lowerson St",,-27.421856,153.035195,"Lutwyche Shopping Centre",,,"(07) 3922 8400",30/12/2019,,,,,,,,,,,,,
66285,Loganholme,4129,"Pacific Hwy & Bryants Rd",,-27.660877,153.172077,"Logan Hyperdome Shopping Centre",,,"(07) 3801 7200",30/12/2019,,,,,,,,,,,,,
66275,Marsden,4132,"Chambers Flat Rd",,-27.679201,153.116626,"Marsden Park Shopping Centre",,,"(07) 3200 7233",30/12/2019,,,,,,,,,,,,,
66255,Labrador,4215,"100 Brisbane Rd",,-27.935869,153.397732,"Labrador Shopping Centre",,,"(07) 5537 4266",30/12/2019,,,,,,,,,,,,,
66250,Jimboomba,4280,"665-687 Cusack Ln",,-27.832113,153.02597,,,,"(07) 5547 9100",30/12/2019,,,,,,,,,,,,,
66245,Jindalee,4074,"Sinnamon Rd",,-27.533584,152.948373,,,,"(07) 3715 8977",30/12/2019,,,,,,,,,,,,,
66215,"Kippa Ring",4020,"Anzac Ave & Boardman Rd",,-27.226464,153.087403,"Peninsula Fair Shopping Centre",,,"(07) 3284 1255",30/12/2019,,,,,,,,,,,,,
66210,Kallangur,4503,"2 Nellies Ln",,-27.241033,152.993944,,,,"(07) 3491 8155",30/12/2019,,,,,,,,,,,,,
66205,Kenmore,4069,"Brookfield Rd",,-27.506263,152.939606,"Kenmore Village Shopping Centre",,,"(07) 3378 4744",30/12/2019,,,,,,,,,,,,,
66200,Dalby,4405,"New Condamine St & Patrick St",,-27.179648,151.265631,,,,"(07) 4662 1499",30/12/2019,,,,,,,,,,,,,
66195,Beaudesert,4285,"Anna St & William St",,-27.989426,152.998999,"Beaudesert Fair Shopping Centre",,,"(07) 5541 2099",30/12/2019,,,,,,,,,,,,,
66190,Beenleigh,4207,"Main St & Bellew St",,-27.719053,153.202511,,,,"(07) 3287 4277",30/12/2019,,,,,,,,,,,,,
66180,Aspley,4034,"59 Albany Creek Rd",,-27.36183,153.012832,,,,"(07) 3630 9700",30/12/2019,,,,,,,,,,,,,
66165,"Bracken Ridge",4017,"Telegraph Rd & Norris Rd",,-27.330312,153.026673,,,,"(07) 3261 5566",30/12/2019,,,,,,,,,,,,,
66155,Benowa,4217,"Benowa Rd & Ashmore Rd",,-28.009021,153.392636,,,,"(07) 5597 8600",30/12/2019,,,,,,,,,,,,,
66150,Aspley,4034,"591 Robinson Rd",,-27.364123,153.024171,,,,"(07) 3863 5000",30/12/2019,,,,,,,,,,,,,
66145,"Albany Creek",4035,"Albany Creek Rd & Wruck Cres",,-27.346986,152.9696,,,,"(07) 3264 4044",30/12/2019,,,,,,,,,,,,,
66120,Ashgrove,4060,"17 Stewart Rd",,-27.444448,152.991855,"Ashgrove Village Shopping Centre",,,"(07) 3366 5877",30/12/2019,,,,,,,,,,,,,
66115,Arundel,4214,"Daintree Dr & Napper Rd",,-27.947542,153.352249,,,,"(07) 5574 6555",30/12/2019,,,,,,,,,,,,,
